Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data,Sentiment,Prediksi_Sentimen,Kategori
2026-05-09 15:23:18,Supriyadi Yusuf,1,"aplikasi nya tidak bermutu,gangguan Mulu buka aplikasinya, ngelag",aplikasi nya tidak bermutugangguan Mulu buka aplikasinya ngelag,aplikasi nya tidak bermutugangguan mulu buka aplikasinya ngelag,aplikasi ya tidak bermutugangguan mulu buka aplikasinya ngelag,"['aplikasi', 'ya', 'tidak', 'bermutugangguan', 'mulu', 'buka', 'aplikasinya', 'ngelag']","['aplikasi', 'ya', 'bermutugangguan', 'mulu', 'buka', 'aplikasinya', 'ngelag']",aplikasi ya bermutugangguan mulu buka aplikasi ngelag,Negatif,Negatif,Aplikasi & Bug
2026-05-09 14:23:30,Erizal Erizal,2,poin alfagiftnya kgk bisa dituker,poin alfagiftnya kgk bisa dituker,poin alfagiftnya kgk bisa dituker,poin alfagiftnya kgk bisa dituker,"['poin', 'alfagiftnya', 'kgk', 'bisa', 'dituker']","['poin', 'alfagiftnya', 'kgk', 'dituker']",poin alfagiftnya kgk dituker,Negatif,Negatif,Poin & Reward
2026-05-09 13:25:03,yusmarina yusuf,5,"happy bgt bisa belanja melalui alfagift, mudah, hemat, dan banyak promo..pas bgt buat ibu ibu yg pengen sat set.",happy bgt bisa belanja melalui alfagift mudah hemat dan banyak promopas bgt buat ibu ibu yg pengen sat set,happy bgt bisa belanja melalui alfagift mudah hemat dan banyak promopas bgt buat ibu ibu yg pengen sat set,happy banget bisa belanja melalui alfagift mudah hemat dan banyak promopas banget buat ibu ibu yang pengin sat set,"['happy', 'banget', 'bisa', 'belanja', 'melalui', 'alfagift', 'mudah', 'hemat', 'dan', 'banyak', 'promopas', 'banget', 'buat', 'ibu', 'ibu', 'yang', 'pengin', 'sat', 'set']","['happy', 'banget', 'belanja', 'alfagift', 'mudah', 'hemat', 'promopas', 'banget', 'pengin', 'sat', 'set']",happy banget belanja alfagift mudah hemat promopas banget pengin sat set,Positif,Positif,Promo & Voucher
2026-05-09 13:10:28,Lia Nurhaliza,1,pengiriman LAMA,pengiriman LAMA,pengiriman lama,pengiriman lama,"['pengiriman', 'lama']",['pengiriman'],kirim,Negatif,Negatif,Layanan Pengiriman
2026-05-09 12:47:24,Cimuy Aja,1,"jelek, setiap beli pasti ada barang yang engga di anterin, rugi banyak mana sering lagi, terus kadang waktu mau pesen pesanan penuh, ga suka bikin badmood, i don't like, aku marah hnghhh",jelek setiap beli pasti ada barang yang engga di anterin rugi banyak mana sering lagi terus kadang waktu mau pesen pesanan penuh ga suka bikin badmood i dont like aku marah hnghhh,jelek setiap beli pasti ada barang yang engga di anterin rugi banyak mana sering lagi terus kadang waktu mau pesen pesanan penuh ga suka bikin badmood i dont like aku marah hnghhh,jelek setiap beli pasti ada barang yang tidak di antarkan rugi banyak mana sering lagi terus kadang waktu mau pesan pesanan penuh tidak suka bikin badmood i dont like aku marah hnghhh,"['jelek', 'setiap', 'beli', 'pasti', 'ada', 'barang', 'yang', 'tidak', 'di', 'antarkan', 'rugi', 'banyak', 'mana', 'sering', 'lagi', 'terus', 'kadang', 'waktu', 'mau', 'pesan', 'pesanan', 'penuh', 'tidak', 'suka', 'bikin', 'badmood', 'i', 'dont', 'like', 'aku', 'marah', 'hnghhh']","['jelek', 'beli', 'barang', 'antarkan', 'rugi', 'kadang', 'pesan', 'pesanan', 'penuh', 'suka', 'bikin', 'badmood', 'i', 'dont', 'like', 'marah', 'hnghhh']",jelek beli barang antar rugi kadang pesan pesan penuh suka bikin badmood i dont like marah hnghhh,Negatif,Negatif,Umum
2026-05-09 12:26:09,Indah Indaj,2,Loding lama,Loding lama,loding lama,loding lama,"['loding', 'lama']",['loding'],loding,Negatif,Negatif,Umum
2026-05-09 12:16:22,SEGAWON -CTO,1,sering berkendala,sering berkendala,sering berkendala,sering berkendala,"['sering', 'berkendala']",['berkendala'],kendala,Negatif,Negatif,Umum
2026-05-09 11:27:43,Anita Ak,2,gasesuai harga kalau beli . di pajang hrganya LBH murah pas masuk harga kasur ke struk hrganya LBH mahal. bahkan ada yg tidak tertera harga di pajangannya. dan lgsg patokin harga mahal. hati-hati kalau belanja LBH teliti lagi. pelayannya kurang detail. tapi kalau kita nya tegas kasirnya udh takut duluan dan kasih kita bonus barang atas kedetailan kita yg komplain krna takut nama kasirnya jelek. hampir semua tempat tembak harga,gasesuai harga kalau beli  di pajang hrganya LBH murah pas masuk harga kasur ke struk hrganya LBH mahal bahkan ada yg tidak tertera harga di pajangannya dan lgsg patokin harga mahal hatihati kalau belanja LBH teliti lagi pelayannya kurang detail tapi kalau kita nya tegas kasirnya udh takut duluan dan kasih kita bonus barang atas kedetailan kita yg komplain krna takut nama kasirnya jelek hampir semua tempat tembak harga,gasesuai harga kalau beli  di pajang hrganya lbh murah pas masuk harga kasur ke struk hrganya lbh mahal bahkan ada yg tidak tertera harga di pajangannya dan lgsg patokin harga mahal hatihati kalau belanja lbh teliti lagi pelayannya kurang detail tapi kalau kita nya tegas kasirnya udh takut duluan dan kasih kita bonus barang atas kedetailan kita yg komplain krna takut nama kasirnya jelek hampir semua tempat tembak harga,gasesuai harga kalau beli di pajang hrganya lebih murah pas masuk harga kasur ke struk hrganya lebih mahal bahkan ada yang tidak tertera harga di pajangannya dan langsung patokin harga mahal hatihati kalau belanja lebih teliti lagi pelayannya kurang detail tapi kalau kita ya tegas kasirnya sudah takut duluan dan kasih kita bonus barang atas kedetailan kita yang komplain karena takut nama kasirnya jelek hampir semua tempat tembak harga,"['gasesuai', 'harga', 'kalau', 'beli', 'di', 'pajang', 'hrganya', 'lebih', 'murah', 'pas', 'masuk', 'harga', 'kasur', 'ke', 'struk', 'hrganya', 'lebih', 'mahal', 'bahkan', 'ada', 'yang', 'tidak', 'tertera', 'harga', 'di', 'pajangannya', 'dan', 'langsung', 'patokin', 'harga', 'mahal', 'hatihati', 'kalau', 'belanja', 'lebih', 'teliti', 'lagi', 'pelayannya', 'kurang', 'detail', 'tapi', 'kalau', 'kita', 'ya', 'tegas', 'kasirnya', 'sudah', 'takut', 'duluan', 'dan', 'kasih', 'kita', 'bonus', 'barang', 'atas', 'kedetailan', 'kita', 'yang', 'komplain', 'karena', 'takut', 'nama', 'kasirnya', 'jelek', 'hampir', 'semua', 'tempat', 'tembak', 'harga']","['gasesuai', 'harga', 'beli', 'pajang', 'hrganya', 'murah', 'pas', 'masuk', 'harga', 'kasur', 'struk', 'hrganya', 'mahal', 'tertera', 'harga', 'pajangannya', 'langsung', 'patokin', 'harga', 'mahal', 'hatihati', 'belanja', 'teliti', 'pelayannya', 'detail', 'ya', 'kasirnya', 'takut', 'duluan', 'kasih', 'bonus', 'barang', 'kedetailan', 'komplain', 'takut', 'nama', 'kasirnya', 'jelek', 'tembak', 'harga']",gasesuai harga beli pajang hrganya murah pas masuk harga kasur struk hrganya mahal tera harga pajang langsung patokin harga mahal hatihati belanja teliti layan detail ya kasir takut duluan kasih bonus barang detail komplain takut nama kasir jelek tembak harga,Negatif,Negatif,Login & Akun
2026-05-09 11:25:12,Farel Farel,5,cèpèt banget datang nya,cpt banget datang nya,cpt banget datang nya,cepat banget datang ya,"['cepat', 'banget', 'datang', 'ya']","['cepat', 'banget', 'ya']",cepat banget ya,Positif,Positif,Umum
2026-05-09 11:21:06,Devi Kirana,1,"toko alfamart di jln drs setia budi, pondok kacang timur tangsel di sini. kepala cabangnya suka seting pengantaran 1 jamnya di bikin sibuk. jadi gak bisa pesen cepet kayak dulu. kepala toko dulu sih enggak udah ada model gini. pesen 1 jam lgsg di anter. malah kadang jam jamnya juga di buat sibuk. nganternya jam 1 atau malem. makanya skrg saya udah gak beli pake alfagift lagi. sekarang pindah beli ke aplikasi astro yang lebih cepet. di anter 25-30menit udah sampe...",toko alfamart di jln drs setia budi pondok kacang timur tangsel di sini kepala cabangnya suka seting pengantaran  jamnya di bikin sibuk jadi gak bisa pesen cepet kayak dulu kepala toko dulu sih enggak udah ada model gini pesen  jam lgsg di anter malah kadang jam jamnya juga di buat sibuk nganternya jam  atau malem makanya skrg saya udah gak beli pake alfagift lagi sekarang pindah beli ke aplikasi astro yang lebih cepet di anter menit udah sampe,toko alfamart di jln drs setia budi pondok kacang timur tangsel di sini kepala cabangnya suka seting pengantaran  jamnya di bikin sibuk jadi gak bisa pesen cepet kayak dulu kepala toko dulu sih enggak udah ada model gini pesen  jam lgsg di anter malah kadang jam jamnya juga di buat sibuk nganternya jam  atau malem makanya skrg saya udah gak beli pake alfagift lagi sekarang pindah beli ke aplikasi astro yang lebih cepet di anter menit udah sampe,toko alfamart di jalan drs setia budi pondok kacang timur tangsel di sini kepala cabangnya suka seting pengantaran jamnya di bikin sibuk jadi tidak bisa pesan cepat kayak dulu kepala toko dulu sih enggak sudah ada model begini pesan jam langsung di anter malah kadang jam jamnya juga di buat sibuk nganternya jam atau malam makanya sekarang saya sudah tidak beli pakai alfagift lagi sekarang pindah beli ke aplikasi astro yang lebih cepat di anter menit sudah sampai,"['toko', 'alfamart', 'di', 'jalan', 'drs', 'setia', 'budi', 'pondok', 'kacang', 'timur', 'tangsel', 'di', 'sini', 'kepala', 'cabangnya', 'suka', 'seting', 'pengantaran', 'jamnya', 'di', 'bikin', 'sibuk', 'jadi', 'tidak', 'bisa', 'pesan', 'cepat', 'kayak', 'dulu', 'kepala', 'toko', 'dulu', 'sih', 'enggak', 'sudah', 'ada', 'model', 'begini', 'pesan', 'jam', 'langsung', 'di', 'anter', 'malah', 'kadang', 'jam', 'jamnya', 'juga', 'di', 'buat', 'sibuk', 'nganternya', 'jam', 'atau', 'malam', 'makanya', 'sekarang', 'saya', 'sudah', 'tidak', 'beli', 'pakai', 'alfagift', 'lagi', 'sekarang', 'pindah', 'beli', 'ke', 'aplikasi', 'astro', 'yang', 'lebih', 'cepat', 'di', 'anter', 'menit', 'sudah', 'sampai']","['toko', 'alfamart', 'jalan', 'drs', 'setia', 'budi', 'pondok', 'kacang', 'timur', 'tangsel', 'kepala', 'cabangnya', 'suka', 'seting', 'pengantaran', 'jamnya', 'bikin', 'sibuk', 'pesan', 'cepat', 'kayak', 'kepala', 'toko', 'sih', 'model', 'pesan', 'jam', 'langsung', 'anter', 'kadang', 'jam', 'jamnya', 'sibuk', 'nganternya', 'jam', 'malam', 'beli', 'pakai', 'alfagift', 'pindah', 'beli', 'aplikasi', 'astro', 'cepat', 'anter', 'menit']",toko alfamart jalan drs setia budi pondok kacang timur tangsel kepala cabang suka ting antar jam bikin sibuk pesan cepat kayak kepala toko sih model pesan jam langsung anter kadang jam jam sibuk nganternya jam malam beli pakai alfagift pindah beli aplikasi astro cepat anter menit,Negatif,Negatif,Layanan Pengiriman
2026-05-09 11:19:48,Alvian Azza Kurniawan,5,"sangat bagus dan sangat membantu, dah langganan lama,plus pengiriman cepat",sangat bagus dan sangat membantu dah langganan lamaplus pengiriman cepat,sangat bagus dan sangat membantu dah langganan lamaplus pengiriman cepat,sangat bagus dan sangat membantu sudah langganan lamaplus pengiriman cepat,"['sangat', 'bagus', 'dan', 'sangat', 'membantu', 'sudah', 'langganan', 'lamaplus', 'pengiriman', 'cepat']","['bagus', 'membantu', 'langganan', 'lamaplus', 'pengiriman', 'cepat']",bagus bantu langgan lamaplus kirim cepat,Positif,Positif,Layanan Pengiriman
2026-05-09 11:11:47,Sugik Black,5,sangat membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu,Positif,Positif,Umum
2026-05-09 10:56:38,sahabat film,1,"Bintang aja yg berbicara, good jod alfamart J208 kebon kacang jakarta pusat 👍🏻",Bintang aja yg berbicara good jod alfamart J kebon kacang jakarta pusat ,bintang aja yg berbicara good jod alfamart j kebon kacang jakarta pusat ,bintang saja yang berbicara good jod alfamart saja kebon kacang jakarta pusat,"['bintang', 'saja', 'yang', 'berbicara', 'good', 'jod', 'alfamart', 'saja', 'kebon', 'kacang', 'jakarta', 'pusat']","['bintang', 'berbicara', 'good', 'jod', 'alfamart', 'kebon', 'kacang', 'jakarta', 'pusat']",bintang bicara good jod alfamart kebon kacang jakarta pusat,Negatif,Negatif,Umum
2026-05-09 10:29:32,Ihlalhusnandi 119,2,"setiap order keseringannya dapet dari alfamat golfisland PIK , sumpah payah banget pengirimannya maximal 1 jam tapi dari siang sampai malam gak di kirim , mepet mau balik baru di kirim, malah pernah dari jam 11 pagi sampai tutup gak di kirim sampe harus di bil sendiri ke toko, kalo gak siap buat antar ya jangan di adain",setiap order keseringannya dapet dari alfamat golfisland PIK  sumpah payah banget pengirimannya maximal  jam tapi dari siang sampai malam gak di kirim  mepet mau balik baru di kirim malah pernah dari jam  pagi sampai tutup gak di kirim sampe harus di bil sendiri ke toko kalo gak siap buat antar ya jangan di adain,setiap order keseringannya dapet dari alfamat golfisland pik  sumpah payah banget pengirimannya maximal  jam tapi dari siang sampai malam gak di kirim  mepet mau balik baru di kirim malah pernah dari jam  pagi sampai tutup gak di kirim sampe harus di bil sendiri ke toko kalo gak siap buat antar ya jangan di adain,setiap order keseringannya dapat dari alfamat golfisland pik sumpah payah banget pengirimannya maximal jam tapi dari siang sampai malam tidak di kirim mepet mau balik baru di kirim malah pernah dari jam pagi sampai tutup tidak di kirim sampai harus di bil sendiri ke toko kalau tidak siap buat antar ya jangan di mengadakan,"['setiap', 'order', 'keseringannya', 'dapat', 'dari', 'alfamat', 'golfisland', 'pik', 'sumpah', 'payah', 'banget', 'pengirimannya', 'maximal', 'jam', 'tapi', 'dari', 'siang', 'sampai', 'malam', 'tidak', 'di', 'kirim', 'mepet', 'mau', 'balik', 'baru', 'di', 'kirim', 'malah', 'pernah', 'dari', 'jam', 'pagi', 'sampai', 'tutup', 'tidak', 'di', 'kirim', 'sampai', 'harus', 'di', 'bil', 'sendiri', 'ke', 'toko', 'kalau', 'tidak', 'siap', 'buat', 'antar', 'ya', 'jangan', 'di', 'mengadakan']","['order', 'keseringannya', 'alfamat', 'golfisland', 'pik', 'sumpah', 'payah', 'banget', 'pengirimannya', 'maximal', 'jam', 'siang', 'malam', 'kirim', 'mepet', 'kirim', 'jam', 'pagi', 'tutup', 'kirim', 'bil', 'toko', 'ya', 'mengadakan']",order sering alfamat golfisland pik sumpah payah banget kirim maximal jam siang malam kirim mepet kirim jam pagi tutup kirim bil toko ya ada,Negatif,Negatif,Layanan Pengiriman
2026-05-09 10:11:48,NILAM BOBA (Nilam),2,aplikasi nya gak bisa dibuka,aplikasi nya gak bisa dibuka,aplikasi nya gak bisa dibuka,aplikasi ya tidak bisa dibuka,"['aplikasi', 'ya', 'tidak', 'bisa', 'dibuka']","['aplikasi', 'ya', 'dibuka']",aplikasi ya buka,Negatif,Negatif,Aplikasi & Bug
2026-05-09 10:04:01,Strato Crux,4,mohon diadakannya fitur harga terendah termahal jadi tersortir terima kasih,mohon diadakannya fitur harga terendah termahal jadi tersortir terima kasih,mohon diadakannya fitur harga terendah termahal jadi tersortir terima kasih,mohon diadakannya fitur harga terendah termahal jadi tersortir terima kasih,"['mohon', 'diadakannya', 'fitur', 'harga', 'terendah', 'termahal', 'jadi', 'tersortir', 'terima', 'kasih']","['mohon', 'diadakannya', 'fitur', 'harga', 'terendah', 'termahal', 'tersortir', 'terima', 'kasih']",mohon ada fitur harga rendah mahal sortir terima kasih,Positif,Positif,Umum
2026-05-09 09:56:40,Muslimin Aja,2,"saya beberapa bulan ini ada pesan barang , kopi , makanan di alfagift tapi saya pesan di jam 7 malam datang nya jam 9 malam lama kali padahal udah bayar tapi nunggu dua jam",saya beberapa bulan ini ada pesan barang  kopi  makanan di alfagift tapi saya pesan di jam  malam datang nya jam  malam lama kali padahal udah bayar tapi nunggu dua jam,saya beberapa bulan ini ada pesan barang  kopi  makanan di alfagift tapi saya pesan di jam  malam datang nya jam  malam lama kali padahal udah bayar tapi nunggu dua jam,saya beberapa bulan ini ada pesan barang kopi makanan di alfagift tapi saya pesan di jam malam datang ya jam malam lama kali padahal sudah bayar tapi menunggu dua jam,"['saya', 'beberapa', 'bulan', 'ini', 'ada', 'pesan', 'barang', 'kopi', 'makanan', 'di', 'alfagift', 'tapi', 'saya', 'pesan', 'di', 'jam', 'malam', 'datang', 'ya', 'jam', 'malam', 'lama', 'kali', 'padahal', 'sudah', 'bayar', 'tapi', 'menunggu', 'dua', 'jam']","['pesan', 'barang', 'kopi', 'makanan', 'alfagift', 'pesan', 'jam', 'malam', 'ya', 'jam', 'malam', 'kali', 'bayar', 'menunggu', 'jam']",pesan barang kopi makan alfagift pesan jam malam ya jam malam kali bayar tunggu jam,Negatif,Negatif,Pembayaran
2026-05-09 09:32:44,Dhifa Habiebie Rahmadhani,1,"Bintang satu, karena sampe sekarang service nya masih belum diperbaiki juga. Pengiriman lama 2-3 jam, ga ada yang bisa dihubungi dan ini sudah kejadian 2x. Kapok dah mesen sini, mau uninstall aja.",Bintang satu karena sampe sekarang service nya masih belum diperbaiki juga Pengiriman lama  jam ga ada yang bisa dihubungi dan ini sudah kejadian x Kapok dah mesen sini mau uninstall aja,bintang satu karena sampe sekarang service nya masih belum diperbaiki juga pengiriman lama  jam ga ada yang bisa dihubungi dan ini sudah kejadian x kapok dah mesen sini mau uninstall aja,bintang satu karena sampai sekarang service ya masih belum diperbaiki juga pengiriman lama jam tidak ada yang bisa dihubungi dan ini sudah kejadian kali kapok sudah mesen sini mau uninstall saja,"['bintang', 'satu', 'karena', 'sampai', 'sekarang', 'service', 'ya', 'masih', 'belum', 'diperbaiki', 'juga', 'pengiriman', 'lama', 'jam', 'tidak', 'ada', 'yang', 'bisa', 'dihubungi', 'dan', 'ini', 'sudah', 'kejadian', 'kali', 'kapok', 'sudah', 'mesen', 'sini', 'mau', 'uninstall', 'saja']","['bintang', 'service', 'ya', 'diperbaiki', 'pengiriman', 'jam', 'dihubungi', 'kejadian', 'kali', 'kapok', 'mesen', 'uninstall']",bintang service ya baik kirim jam hubung jadi kali kapok mesen uninstall,Negatif,Negatif,Layanan Pengiriman
2026-05-09 09:31:26,Ritta,4,ini kenapa yaah menu top up ewallet ny jadi ngebug/eror begini. mohon diperbaiki min,ini kenapa yaah menu top up ewallet ny jadi ngebugeror begini mohon diperbaiki min,ini kenapa yaah menu top up ewallet ny jadi ngebugeror begini mohon diperbaiki min,ini kenapa ya menu top up ewallet nya jadi ngebugeror begini mohon diperbaiki min,"['ini', 'kenapa', 'ya', 'menu', 'top', 'up', 'ewallet', 'nya', 'jadi', 'ngebugeror', 'begini', 'mohon', 'diperbaiki', 'min']","['ya', 'menu', 'top', 'up', 'ewallet', 'nya', 'ngebugeror', 'mohon', 'diperbaiki', 'min']",ya menu top up ewallet nya ngebugeror mohon baik min,Positif,Positif,Aplikasi & Bug
2026-05-09 08:40:28,Febby Shofan,3,Halaman topup e wallet error min,Halaman topup e wallet error min,halaman topup e wallet error min,halaman topup e wallet error min,"['halaman', 'topup', 'e', 'wallet', 'error', 'min']","['halaman', 'topup', 'e', 'wallet', 'error', 'min']",halaman topup e wallet error min,Negatif,Negatif,Aplikasi & Bug
2026-05-09 08:36:37,muji yati,5,"pengiriman sangat cepat... tolong donk, daerah sya ada lee mineral 15L ada produknya tp gk bisa blie krn gk tersedia",pengiriman sangat cepat tolong donk daerah sya ada lee mineral L ada produknya tp gk bisa blie krn gk tersedia,pengiriman sangat cepat tolong donk daerah sya ada lee mineral l ada produknya tp gk bisa blie krn gk tersedia,pengiriman sangat cepat tolong dong daerah saya ada lee mineral l ada produknya tapi tidak bisa blie karena tidak tersedia,"['pengiriman', 'sangat', 'cepat', 'tolong', 'dong', 'daerah', 'saya', 'ada', 'lee', 'mineral', 'l', 'ada', 'produknya', 'tapi', 'tidak', 'bisa', 'blie', 'karena', 'tidak', 'tersedia']","['pengiriman', 'cepat', 'tolong', 'daerah', 'lee', 'mineral', 'l', 'produknya', 'blie', 'tersedia']",kirim cepat tolong daerah lee mineral l produk blie sedia,Positif,Negatif,Layanan Pengiriman
2026-05-09 08:11:25,Rahmat Ramdani,2,"Tiap order rutin beralasn, tulisan nya begini : Selamat Siang Bapak/Ibu xxxxxaxxx, Saya SANDIKA REKI NANDA dari toko MERDEKA MULYA ASRI menginformasikan bahwa pesanan Bapak/Ibu mengalami penundaan pengiriman dikarenakan PELANGGAN MEMINTA PENUNDAAN PENGIRIMAN. Mohon balas chat ini untuk membantu petugas kami mengantarkan pesanan. (Pesan Otomatis)..",Tiap order rutin beralasn tulisan nya begini  Selamat Siang BapakIbu xxxxxaxxx Saya SANDIKA REKI NANDA dari toko MERDEKA MULYA ASRI menginformasikan bahwa pesanan BapakIbu mengalami penundaan pengiriman dikarenakan PELANGGAN MEMINTA PENUNDAAN PENGIRIMAN Mohon balas chat ini untuk membantu petugas kami mengantarkan pesanan Pesan Otomatis,tiap order rutin beralasn tulisan nya begini  selamat siang bapakibu xxxxxaxxx saya sandika reki nanda dari toko merdeka mulya asri menginformasikan bahwa pesanan bapakibu mengalami penundaan pengiriman dikarenakan pelanggan meminta penundaan pengiriman mohon balas chat ini untuk membantu petugas kami mengantarkan pesanan pesan otomatis,tiap order rutin beralasn tulisan ya begini selamat siang bapakibu xxxxxaxxx saya sandika reki nanda dari toko merdeka mulya asri menginformasikan bahwa pesanan bapakibu mengalami penundaan pengiriman dikarenakan pelanggan meminta penundaan pengiriman mohon balas chat ini untuk membantu petugas kami mengantarkan pesanan pesan otomatis,"['tiap', 'order', 'rutin', 'beralasn', 'tulisan', 'ya', 'begini', 'selamat', 'siang', 'bapakibu', 'xxxxxaxxx', 'saya', 'sandika', 'reki', 'nanda', 'dari', 'toko', 'merdeka', 'mulya', 'asri', 'menginformasikan', 'bahwa', 'pesanan', 'bapakibu', 'mengalami', 'penundaan', 'pengiriman', 'dikarenakan', 'pelanggan', 'meminta', 'penundaan', 'pengiriman', 'mohon', 'balas', 'chat', 'ini', 'untuk', 'membantu', 'petugas', 'kami', 'mengantarkan', 'pesanan', 'pesan', 'otomatis']","['order', 'rutin', 'beralasn', 'tulisan', 'ya', 'selamat', 'siang', 'bapakibu', 'xxxxxaxxx', 'sandika', 'reki', 'nanda', 'toko', 'merdeka', 'mulya', 'asri', 'menginformasikan', 'pesanan', 'bapakibu', 'mengalami', 'penundaan', 'pengiriman', 'pelanggan', 'penundaan', 'pengiriman', 'mohon', 'balas', 'chat', 'membantu', 'petugas', 'mengantarkan', 'pesanan', 'pesan', 'otomatis']",order rutin beralasn tulis ya selamat siang bapakibu xxxxxaxxx sandika rek nanda toko merdeka mulya asri informasi pesan bapakibu alami tunda kirim langgan tunda kirim mohon balas chat bantu tugas antar pesan pesan otomatis,Negatif,Negatif,Layanan Pengiriman
2026-05-09 08:10:44,Zun Riot,1,topup ewallet bener bener lemot halaman tidak tersedia,topup ewallet bener bener lemot halaman tidak tersedia,topup ewallet bener bener lemot halaman tidak tersedia,topup ewallet benar benar lemot halaman tidak tersedia,"['topup', 'ewallet', 'benar', 'benar', 'lemot', 'halaman', 'tidak', 'tersedia']","['topup', 'ewallet', 'lemot', 'halaman', 'tersedia']",topup ewallet lot halaman sedia,Negatif,Negatif,Umum
2026-05-09 07:50:14,Arni Zega,1,kesekian kalinya belanja di apk ini sangat buruk pelayanan pengantaran barang belum di antar langsung d buat alasan pembeli TDK d tempat,kesekian kalinya belanja di apk ini sangat buruk pelayanan pengantaran barang belum di antar langsung d buat alasan pembeli TDK d tempat,kesekian kalinya belanja di apk ini sangat buruk pelayanan pengantaran barang belum di antar langsung d buat alasan pembeli tdk d tempat,kesekian kalinya belanja di apk ini sangat buruk pelayanan pengantaran barang belum di antar langsung di buat alasan pembeli tidak di tempat,"['kesekian', 'kalinya', 'belanja', 'di', 'apk', 'ini', 'sangat', 'buruk', 'pelayanan', 'pengantaran', 'barang', 'belum', 'di', 'antar', 'langsung', 'di', 'buat', 'alasan', 'pembeli', 'tidak', 'di', 'tempat']","['kesekian', 'kalinya', 'belanja', 'apk', 'buruk', 'pelayanan', 'pengantaran', 'barang', 'langsung', 'alasan', 'pembeli']",sekian kali belanja apk buruk layan antar barang langsung alas beli,Negatif,Negatif,Layanan Pengiriman
2026-05-09 07:32:20,saprianto tanjung,1,Uninstall krna udah member,Uninstall krna udah member,uninstall krna udah member,uninstall karena sudah member,"['uninstall', 'karena', 'sudah', 'member']","['uninstall', 'member']",uninstall member,Negatif,Negatif,Umum
2026-05-09 07:31:57,SADEWA RAKA PUTRA,5,"kenapa ya gak bisa lagi top up oVo,gopay, dana shopee pay, gak add lagi fitur nya,tolong di bantu perbaikan nya",kenapa ya gak bisa lagi top up oVogopay dana shopee pay gak add lagi fitur nyatolong di bantu perbaikan nya,kenapa ya gak bisa lagi top up ovogopay dana shopee pay gak add lagi fitur nyatolong di bantu perbaikan nya,kenapa ya tidak bisa lagi top up ovogopay dana shopee pay tidak ada lagi fitur nyatolong di bantu perbaikan ya,"['kenapa', 'ya', 'tidak', 'bisa', 'lagi', 'top', 'up', 'ovogopay', 'dana', 'shopee', 'pay', 'tidak', 'ada', 'lagi', 'fitur', 'nyatolong', 'di', 'bantu', 'perbaikan', 'ya']","['ya', 'top', 'up', 'ovogopay', 'dana', 'shopee', 'pay', 'fitur', 'nyatolong', 'bantu', 'perbaikan', 'ya']",ya top up ovogopay dana shopee pay fitur nyatolong bantu baik ya,Positif,Positif,Pembayaran
